1615050705.5283835,14.9,26.3
1615050765.6021745,14.9,26.4
1615050825.675066,14.9,26.6
1615050885.748041,14.9,26.7
1615050945.821174,14.9,26.7
1615051005.8942602,14.9,26.7
1615051065.9673138,14.9,26.5
1615051126.0403476,14.9,26.6
1615051186.1127303,14.9,26.7
1615051246.1865242,14.9,26.9
1615051306.2596607,14.9,26.8
1615051366.3278966,14.8,26.8
1615051426.4017825,14.9,26.8
1615051486.4747944,14.8,27.0
1615051546.5476224,14.9,26.9
1615051606.6210632,14.9,27.1
1615051666.694011,14.9,27.2
1615051726.7671847,14.8,27.1
1615051786.8401577,14.8,27.0
1615051846.9133253,14.8,27.1
1615051906.9864259,14.8,27.2
1615051967.0594778,14.8,27.1
1615052027.132681,14.8,26.9
1615052087.205628,14.7,26.8
1615052147.2787027,14.7,26.7
1615052207.3519835,14.7,26.6
1615052267.4250226,14.7,26.6
1615052327.497939,14.7,26.5
1615052387.5711098,14.7,26.5
1615052447.6442974,14.6,26.3
1615052507.717362,14.6,26.3
1615052567.7865653,14.6,26.2
1615052627.859616,14.6,26.2
1615052687.9328725,14.6,26.1
1615052748.0057812,14.6,26.0
1615052808.078988,14.6,26.0
1615052868.1519694,14.6,26.0
1615052928.225112,14.5,25.9
1615052988.2981565,14.5,25.9
1615053048.3714206,14.5,25.8
1615053108.4445326,14.5,25.8
1615053168.5174177,14.5,25.8
1615053228.5865562,14.5,25.8
1615053288.6597667,14.5,25.7
1615053348.732906,14.5,25.7
1615053408.8059716,14.5,25.7
1615053468.8790877,14.5,25.7
1615053528.9521806,14.4,25.6
1615053589.0252929,14.4,25.6
1615053649.0983913,14.4,25.5
1615053709.1714866,14.4,25.5
1615053769.2445092,14.4,25.5
1615053829.3176398,14.4,25.5
1615053889.390787,14.4,25.5
1615053949.4636602,14.4,25.4
1615054009.5331051,14.4,25.4
1615054069.6060665,14.4,25.4
1615054129.67928,14.4,25.4
1615054189.7524977,14.4,25.4
1615054249.8255758,14.4,25.4
1615054309.898534,14.4,25.3
1615054369.9718416,14.3,25.3
1615054430.044961,14.3,25.3
1615054490.1180477,14.3,25.3
1615054550.1910849,14.3,25.3
1615054610.2639759,14.3,25.2
1615054670.3373504,14.3,25.2
1615054730.4104357,14.3,25.2
1615054790.4835165,14.3,25.2
1615054850.5565407,14.3,25.2
1615054910.6295586,14.3,25.1
1615054970.7028418,14.3,25.1
1615055030.7721455,14.3,25.1
1615055090.845106,14.3,25.1
1615055150.9182801,14.3,25.1
1615055210.991107,14.3,25.1
1615055271.0644,14.3,25.1
1615055331.1376185,14.3,25.1
1615055391.2103784,14.3,25.0
1615055451.283753,14.3,25.0
1615055511.3567576,14.3,25.0
1615055571.4300594,14.3,25.0
1615055631.5031106,14.3,25.0
1615055691.576267,14.3,25.0
1615055751.6494544,14.3,25.0
1615055811.7223592,14.3,24.9
1615055871.7916028,14.2,24.9
1615055931.8647032,14.2,24.8
1615055991.937647,14.2,24.8
1615056052.0109963,14.2,24.8
1615056112.0840018,14.2,24.8
1615056172.157184,14.2,24.8
1615056232.2299173,14.2,24.8
1615056292.303445,14.2,24.8
1615056352.3763244,14.2,24.8
1615056412.4456215,14.2,24.8
1615056472.517933,14.2,24.7
1615056532.5918796,14.2,24.8
1615056592.6648185,14.2,24.8
1615056652.738124,14.2,24.7
1615056712.8112087,14.1,24.7
1615056772.8843067,14.2,24.7
1615056832.9573762,14.2,24.7
1615056893.030448,14.1,24.7
1615056953.1035926,14.2,24.7
1615057013.1726851,14.1,24.7
1615057073.245964,14.1,24.7
1615057133.318978,14.1,24.7
1615057193.3921707,14.1,24.6
1615057253.4652545,14.1,24.7
1615057313.538349,14.1,24.6
1615057373.6113453,14.1,24.6
1615057433.6843245,14.1,24.6
1615057493.7576795,14.1,24.6
1615057553.8266182,14.1,24.6
1615057613.8997703,14.1,24.6
1615057673.9729621,14.1,24.5
1615057734.0459635,14.1,24.5
1615057794.1191428,14.1,24.6
1615057854.1921606,14.1,24.6
1615057914.2653725,14.1,24.5
1615057974.3384874,14.1,24.5
1615058034.411609,14.1,24.5
1615058094.4807265,14.1,24.5
1615058154.5536516,14.1,24.5
1615058214.6268926,14.1,24.6
1615058274.6999834,14.1,24.5
1615058334.7729177,14.1,24.5
1615058394.8463454,14.1,24.5
1615058454.919292,14.1,24.5
1615058514.9884655,14.1,24.4
1615058575.0614386,14.0,24.3
1615058635.1345906,14.1,24.4
1615058695.2077208,14.1,24.4
1615058755.2808495,14.1,24.5
1615058815.354028,14.0,24.4
1615058875.4271538,14.1,24.5
1615058935.4961236,14.0,24.4
1615058995.5692441,14.1,24.5
1615059055.6422148,14.1,24.4
1615059115.7154667,14.0,24.3
1615059175.7887506,14.0,24.4
1615059235.8619003,14.0,24.3
1615059295.9348564,14.0,24.3
1615059356.0078726,14.0,24.3
1615059416.081056,14.0,24.3
1615059476.1501982,14.0,24.3
1615059536.22297,14.0,24.3
1615059596.2960749,14.0,24.3
1615059656.369659,14.0,24.2
1615059716.4425766,14.0,24.2
1615059776.5153913,14.0,24.2
1615059836.588706,14.0,24.2
1615059896.6620023,14.0,24.2
1615059956.7352085,14.0,24.2
1615060016.804218,14.0,24.1
1615060076.877293,14.0,24.2
1615060136.950448,14.0,24.1
1615060197.02352,14.0,24.2
1615060257.0965896,14.0,24.2
1615060317.1696982,14.0,24.2
1615060377.2428572,14.0,24.2
1615060437.312072,14.0,24.2
1615060497.384685,14.0,24.2
1615060557.4581063,14.0,24.2
1615060617.5311315,14.0,24.1
1615060677.6041741,14.0,24.2
1615060737.6775777,14.0,24.2
1615060797.750458,14.0,24.1
1615060857.8233323,14.0,24.2
1615060917.892899,13.9,24.1
1615060977.9658952,13.9,24.1
1615061038.0388162,13.9,24.1
1615061098.1120107,13.9,24.1
1615061158.185091,13.9,24.1
1615061218.258403,13.9,24.1
1615061278.331515,13.9,24.0
1615061338.4045208,13.9,24.1
1615061398.4735296,13.9,24.1
1615061458.5467503,13.9,24.1
1615061518.6198952,13.9,24.1
1615061578.6930196,13.9,24.1
1615061638.76575,13.9,24.0
1615061698.8390462,13.9,24.1
1615061758.911922,13.9,24.1
1615061818.9813375,13.9,24.0
1615061879.054638,13.9,24.0
1615061939.1276243,13.9,24.1
1615061999.2006538,13.9,24.1
1615062059.274002,13.9,24.1
1615062119.3469777,13.9,24.1
1615062179.4199708,13.9,24.0
1615062239.4892128,13.9,24.0
1615062299.5619502,13.9,24.0
1615062359.6350996,13.9,24.0
1615062419.7084389,13.9,24.0
1615062479.781657,13.9,24.1
1615062539.8547204,13.9,24.1
1615062599.927799,13.9,24.0
1615062659.996873,13.9,24.0
1615062720.0698447,13.9,24.0
1615062780.1430147,13.9,24.0
1615062840.2161665,13.8,23.9
1615062900.2890751,13.9,24.0
1615062960.3622546,13.9,24.0
1615063020.4355474,13.9,24.0
1615063080.5042527,13.8,23.9
1615063140.5777633,13.8,24.0
1615063200.6508322,13.8,24.0
1615063260.7236207,13.8,24.0
1615063320.7969573,13.8,24.0
1615063380.8700879,13.8,23.9
1615063440.9391477,13.8,23.9
1615063501.0124977,13.8,23.9
1615063561.0855951,13.8,23.9
1615063621.1585703,13.8,23.9
1615063681.231586,13.8,23.9
1615063741.304822,13.8,23.9
1615063801.3781307,13.8,23.9
1615063861.451035,13.8,23.9
1615063921.5199733,13.8,23.9
1615063981.5931692,13.8,23.9
1615064041.6663015,13.8,23.9
1615064101.7387133,13.8,23.9
1615064161.812557,13.8,23.9
1615064221.885573,13.8,23.9
1615064281.9586775,13.8,23.9
1615064342.0279083,13.8,23.9
1615064402.1008878,13.8,23.9
1615064462.1739058,13.8,23.9
1615064522.2470393,13.8,23.9
1615064582.3204045,13.8,23.9
1615064642.3934796,13.8,23.9
1615064702.466448,13.8,23.9
1615064762.535333,13.8,23.8
1615064822.608756,13.8,23.9
1615064882.681931,13.8,23.9
1615064942.7547557,13.8,23.9
1615065002.828011,13.8,23.9
